object_id,Z,SpecType_Code,target
aerlinn_Eru_cenedril,0.4104,7,0
aglareb_imloth_cabor,0.4123,7,0
agor_luithien_harad,0.3311,7,0
ah_Druadan_gwador,1.267,0,0
ah_gorn_per,0.166,0,0
aiglos_emel_talraph,0.2392,0,0
alph_celon_archam,0.09983,0,0
amarth_pilin_ram,0.4503,7,0
amath_heron_minas,0.2938,7,0
amath_nadhras_rhun,1.334,0,0
amdir_hul_hervenn,0.8125,0,0
amon_adel_aeglir,0.418,0,0
annon_elvellon_gorn,0.1883,7,0
aphadrim_tegilbor_helegnen,0.7676,0,0
archam_gli_heron,0.4743,0,0
badhor_hervenn_minai,1.371,0,0
bass_gwilwileth_lunt,0.4277,6,0
bronwe_galas_cund,0.3222,7,0
caras_aderthad_glass,0.2677,7,0
celair_nath_gwachaedir,1.22,0,0
cenedril_anann_aegas,0.09069,0,0
cenedril_gas_eglan,0.4073,6,0
certh_lachenn_dunedhel,0.4189,7,0
cirion_rhun_gas,1.037,0,0
corch_Mirion_araf,0.5055,7,0
corch_hadhod_hul,0.3251,7,0
corch_mithril_cabed,1.109,0,0
cugu_gil_laes,1.215,0,0
cyron_gwaun_lain,1.02,0,0
dam_pent_fern,0.3044,7,0
dannas_aiglos_drafn,0.2966,7,0
duin_honeg_nost,0.1872,7,0
edlothiad_dunedhel_hast,0.09081,0,0
eilian_suil_raef,0.5248,0,0
elvellon_glass_gwarth,0.1073,0,0
eredh_galvorn_agor,1.205,0,0
faradrim_thavron_firen,0.2041,3,0
forodrim_cyron_lebdas,0.5098,7,0
fuin_lathron_alph,0.8955,0,0
fuin_naer_elu,0.2261,7,0
galad_raegdan_hand,0.4487,0,0
galadh_drafn_achad,0.4431,0,0
galadh_ingem_maethor,0.9759,0,0
gil_saew_neledh,0.8216,0,0
gilgalad_rom_gwathui,0.7599,0,0
glamor_gellui_mithren,1.567,0,0
graw_aear_iphant,0.4273,0,0
grond_bellas_paich,0.1222,0,0
gul_agar_gwaloth,0.1522,0,0
gwachaedir_bronwe_pess,1.711,0,0
gwarth_dagnir_imrad,0.2988,0,0
gwilwileth_galad_lebdas,0.2197,7,0
gwilwileth_hal_Sindarin,0.4319,7,0
hadhod_law_perian,0.2311,0,0
hador_gwaun_saig,0.1762,3,0
hand_raef_gellui,0.8995,0,0
harad_tinuviel_gaw,1.255,0,0
hast_aduial_laug,0.4273,8,0
heledh_tamin_gilgalad,1.414,0,0
heledir_rust_archam,0.5833,0,0
heleg_curunir_ablad,0.3647,7,0
heleg_nagol_raegdan,0.4204,0,0
heron_celon_iphant,2.156,0,0
hud_hub_lavan,0.2522,0,0
idhren_honeg_rhosc,0.9559,0,0
imlad_laer_magor,0.28,0,0
ira_tinuviel_uir,0.1132,0,0
laes_nestad_alph,1.051,0,0
lain_corch_bain,1.179,0,0
laug_idhren_manadh,0.1346,0,0
lavan_pod_gli,0.5852,0,0
lebdas_curunir_cugu,0.4079,7,0
lebed_amdir_aran,0.2652,7,0
lhug_iar_pent,0.1484,3,0
loss_gobennas_law,1.147,0,0
lossen_mund_aeruil,0.4254,7,0
luin_hervenn_echad,0.2699,7,0
luin_naer_ingem,0.2503,10,0
maecheneb_gwarth_amarth,0.8708,0,0
maen_raef_onodrim,0.175,0,0
maethor_firiel_rusc,0.3893,8,0
maethor_imloth_Eru,0.2358,7,0
menel_lebenedh_faradrim,0.2869,0,0
mereth_forodrim_haradrim,0.3218,7,0
merilin_tann_barad,0.4169,7,0
midh_nidh_Eru,0.1924,3,0
mil_eryn_callon,0.1925,7,0
min_aerlinn_ah,0.175,3,0
min_imrath_thul,1.644,0,0
minai_hub_gwael,1.796,0,0
minuial_callon_ruith,1.245,0,0
minuial_law_hervess,1.009,0,0
mir_dunedhel_per,0.2664,7,0
muil_nur_lachenn,1.322,0,0
muil_sammar_lossen,0.2028,3,0
muinthel_faun_rochben,0.5245,0,0
muinthel_noroth_lembas,0.9512,0,0
mund_sammar_aith,1.817,0,0
myril_galadh_anwar,0.3893,0,0
nagol_eredh_rhach,1.782,0,0
narthan_braig_uan,0.213,10,0
navaer_morgul_inias,0.1321,0,0
nestad_cae_corf,0.8887,0,0
nidh_acharn_law,0.2966,7,0
nimp_aear_lasguil,0.2839,0,0
noroth_drego_forodrim,0.1878,7,0
nothrim_bronwe_gellui,0.1852,3,0
paich_maecheneb_luithien,0.2472,10,0
per_min_badhor,0.4456,7,0
peredhel_imrad_saer,0.3245,0,0
pethron_eilian_rach,1.566,0,0
raegdan_baneth_melethron,0.4108,7,0
rhovan_aes_perian,2.298,0,0
rhovan_noroth_hervenn,1.413,0,0
ris_Eru_Ithil,1.474,0,0
rist_hal_cirdan,0.175,0,0
rom_in_nur,3.142,0,0
rudh_luin_uan,0.8564,0,0
ruith_lalaith_heron,0.5079,0,0
ryn_Ithil_Ennor,0.4261,8,0
ryn_laer_acharn,1.565,0,0
ryn_rhosc_ylf,0.9753,0,0
saelor_harad_uanui,0.433,0,0
saew_andrann_rhosc,0.2181,7,0
saig_lathron_Rochirrim,0.499,7,0
salph_badhor_tavor,0.8718,0,0
sammar_calad_alph,0.2565,7,0
soga_mir_fuin,0.3999,7,0
tamin_achas_lebed,0.4573,0,0
tamin_yll_panas,0.3971,0,0
tathar_tobas_gobennas,1.1,0,0
toll_maecheneb_aranarth,0.3258,7,0
uanui_rist_tamin,0.2479,7,0
uruk_cirion_tamin,0.4199,0,0
Eluwaith_Druadan_cuin,0.4533,7,0
Eluwaith_tathar_gwend,1.062,0,0
Eru_meldir_ulug,0.7245,0,0
Eru_mithren_aras,0.2877,7,0
Gonhir_thavron_maen,0.3086,7,0
Ithil_caras_hadhod,0.6528,0,0
Mirion_gwathui_lebdas,0.7956,0,0
Rochirrim_navaer_luithien,0.4352,0,0
Tawarwaith_rovalug_mund,2.254,0,0
achas_rom_cair,0.6855,0,0
adan_lachenn_gwanur,0.5346,0,0
adel_tirith_riel,0.2894,7,0
aegas_ryn_imlad,0.3024,7,0
agarwaen_tobas_andrann,0.4593,7,0
agor_grond_min,0.3075,7,0
amarth_saew_melethron,0.4881,0,0
amdir_ithildin_laer,0.5103,0,0
anann_ungol_agarwaen,0.08658,15,1
ank_cirdan_ryn,1.465,0,0
ank_parf_laes,0.7393,0,0
aphadrim_aduial_perian,0.5922,0,0
aras_nadhras_galas,0.2811,7,0
bain_caras_nath,2.015,0,0
barad_glamor_riel,1.29,0,0
baug_agarwaen_angos,0.3885,7,0
bragol_fae_aphadrim,0.471,0,0
bragol_gwachaedir_nost,0.4645,7,0
bragol_laes_tathar,0.67,15,1
bragol_pethron_anwar,0.4512,7,0
braig_fern_nim,0.4204,0,0
braig_graw_bellas,0.3777,0,0
braig_loss_hal,0.09021,15,1
bregedur_minai_aerlinn,0.5003,0,0
cabor_minas_Gonhir,1.244,0,0
cair_erchion_ist,0.7487,0,0
calad_malad_faen,0.8633,0,0
calad_morgul_nana,0.2937,7,0
callon_nagol_elvellon,0.361,7,0
cenedril_thavron_salph,0.3266,0,0
corch_cabor_sirion,0.4427,0,0
corch_roch_gellui,0.4996,0,0
corf_archam_haudh,0.4913,0,0
daen_gwaloth_galas,0.3609,7,0
dannas_glandagol_maethor,0.592,15,1
dirnaith_maecheneb_pilin,0.5586,0,0
drego_hervess_erchion,3.374,0,0
drego_luin_tinnu,0.1719,7,0
dunadan_naer_faradrim,0.5799,0,0
eglan_badhor_galas,0.7218,0,0
eilian_daen_lebed,0.9208,0,0
eirien_hub_bass,1.335,0,0
eirien_uan_Mirion,0.7314,0,0
elu_muinthel_navaer,0.693,0,0
ennorath_espalass_Druadan,0.3856,7,0
ennorath_tavor_mithril,0.2649,7,0
eryn_ris_laug,1.422,0,0
faen_galadh_celon,0.3779,7,0
fast_lobor_lacha,0.5496,0,0
faun_sammar_ist,1.419,0,0
fern_amdir_ingem,0.5995,0,0
galad_emel_iar,1.1,0,0
galad_malad_gwend,0.3544,0,0
galenas_gaw_tobas,0.3429,7,0
gas_tavor_Sindarin,0.426,0,0
gaur_ang_rhovan,0.432,0,0
glae_pennas_ninglor,1.892,0,0
glamog_ang_maecheneb,0.2232,0,0
glamor_erchion_faen,0.7705,0,0
glaur_cabed_tavor,0.5708,0,0
gorn_aderthad_cabor,0.3085,0,0
guldur_anwar_aderthad,0.3375,0,0
guldur_hervenn_gil,1.321,0,0
gwael_heleg_nur,0.6424,0,0
gwarth_onodrim_anann,0.3381,7,0
gwend_faun_hand,0.2847,7,0
gwilwileth_ah_graw,0.3058,7,0
hal_aranarth_rhun,0.4421,7,0
hal_nestad_ingem,0.6217,0,0
haudh_melethron_amloth,0.3092,0,0
haust_anwar_heron,0.2924,3,0
helegnen_lachenn_aes,1.002,0,0
heron_amloth_draug,0.2879,0,0
hervess_amdir_bregedur,0.3435,7,0
honeg_laer_uanui,0.523,8,0
hub_rusc_braig,0.318,7,0
hul_firion_callon,0.0996,15,1
hun_bragol_draug,0.5968,0,0
imrad_amlug_aran,0.538,8,0
imrath_haust_lain,0.2835,7,0
ingem_per_lin,0.6801,0,0
ingem_rust_pilin,0.1529,3,0
ira_haeron_panas,2.5,0,0
lachenn_guldur_Mithrim,4.513,0,0
lagor_adar_maethor,0.147,13,0
lagor_rovalug_harad,0.3313,0,0
laug_riel_callon,0.8972,0,0
lavan_magor_meldir,0.4782,0,0
lebed_cair_lavan,1.845,0,0
lebed_law_elvellon,0.2996,7,0
lebenedh_celon_peredhel,0.3327,0,0
lembas_corf_ylf,0.3003,7,0
lin_graw_hend,0.5886,15,1
lin_uir_uruk,0.2875,3,0
lossen_loss_rust,0.4439,7,0
luin_Eluwaith_thangail,0.6563,7,0
luithien_honeg_rovalug,1.944,0,0
lunt_lossen_gwathui,0.3455,0,0
maecheneb_galadh_Tawarwaith,0.1421,3,0
maecheneb_melethron_mir,0.2778,7,0
maen_agarwaen_fast,0.5737,0,0
maethor_tinnu_saer,0.2312,14,0
malad_emel_loss,0.5662,0,0
melethril_gellui_tavor,0.1611,13,0
menel_aphadrim_aderthad,0.5017,0,0
meril_pethron_onodrim,0.692,0,0
min_forodrim_hal,1.917,0,0
mindon_magol_gwend,0.7091,0,0
mithril_tachol_ang,1.241,0,0
myril_Mithrim_gwanur,0.3631,7,0
myril_uir_lost,0.6345,15,1
nath_lang_naer,0.6566,15,1
nestad_merilin_lain,0.4001,7,0
nost_thangail_rhun,0.3342,0,0
nothrim_rhach_achas,0.5611,0,0
nur_Sindarin_lost,0.3444,0,0
pennas_achas_gwilwileth,0.3566,7,0
pennas_sirion_firiel,1.545,0,0
pent_hador_fuin,0.2597,14,0
peredhel_idhren_lebdas,0.6364,7,0
perian_ablad_faen,0.4596,0,0
pethron_lachenn_toll,0.5304,7,0
pilin_balrog_magor,0.5114,0,0
rach_lass_tathar,0.5319,15,1
raug_aran_eryn,0.6004,0,0
rhovan_uruk_bragol,0.5005,0,0
rhun_mithril_baneth,1.65,0,0
ris_manadh_cenedril,0.2637,3,0
rist_gwador_sammar,1.022,0,0
rodwen_elvellon_roch,1.068,0,0
rudh_fang_alagos,0.4304,0,0
sador_heledir_gil,0.5516,0,0
tachol_nana_pendrath,0.4486,0,0
tachol_saew_sammar,0.1555,13,0
tamin_imrad_salab,0.824,0,0
tang_lebenedh_rust,0.472,0,0
tegilbor_luithien_glass,0.2587,7,0
thor_gwaloth_aegas,0.354,0,0
thor_mithril_tobas,0.333,0,0
tinnu_gellui_tathar,0.8898,0,0
uir_heleg_corf,0.9598,0,0
uir_rhosc_law,0.1543,3,0
uruk_in_pess,1.152,0,0
ylf_alph_mindon,0.5595,8,0
